HCF,OBSERVACAO
42154,erva terrícola no campo. Folhas verdes. Flores variando do amarelo-claro até o alaranjado-claro. Abundante em todo o morro. Mata Atlântica.
42155,arbusto ca. 1 m. Folhas verdes. Inflorescências arroxeadas. Campo impo sobre solo quartzitico. Mata Atlântica.
42156,"erva verde-clara, folhas glaucas na face abaxial. Inflorescências alvas com flores amarelas. Campo limpo sobre solo quartzitico. Mata Atlântica."
42157,"erva ca. 50 cm. Caule e folhas verdes. Folhas discolores. Flores com cálice verde, corola lilás escura. Frutos imaturos verdes. Cerrado."
42158,"arbusto ca. 1,2 m, local aberto. Caule verde acastanhado. Folhas verdes discolores. Flores amarelas."
42159,liana. Flor alvo-amarelada. Mata Atlântica.
42160,"erva verde com inflorescências castanhas, em local úmido do campo. Mata Atlântica."
42161,erva verde-clara. Flores brancas. Campo limpo sobre solo quartzitico. Mata Atlântica.
42162,erva verde com face abaxial das folhas glaucas. Flores tubulares alvas com fauce amarela-pálida. Campo limpo sobfre solo quartzítico. Mata Atlântica.
42163,erva verde. Inflorescência esverdeada com flores alvacentas. Campo limpo sobre solo quartzitico. Mata Atlântica.
42164,"erva em afloramento rochoso, local aberto e parcialmente úmido. Caule e pecíolo castanho-avermelhados, tricomas castanhos. Folhas verdes com face abaxial avermelhada. Flores rosadas, anteras e pistilos amarelos. Frutos verdes a rosados."
42165,"erva terrícola. Planta verde-clara. Flores verde-claras, labelo alvo com estrias verdes-claras."
42166,"arbórea ca. 5 m, caule castanho. Folhas verdes. Flores amareladas, internamente vinosas. Frutos espiralados, imaturos verdes, maduros castanhos."
42168,"árvore pequena, flores cremes. Na mata."
42169,"cipó robusto, volúvel, flor amarelo-clara, com interior do tubo vermelho-arroxeado."
42170,no solo pantanoso da encosta do morro.
42171,"na mata. Arbusto, brácteas rosa-arroxeadas. Flores rosa-forte."
42172,"erva em lugares úmidos, até 60 cm. Flores brancas, pentâmeras, caule avermelhado. Ocorrente."
42173,"arbusto da capoeira-cerrado, 2-3 m. Flores brancas."
42174,"subarbusto, ca. 50 cm. Flores brancas, frutos imaturos verdes. Crescendo em campo sujo."
42175,"sobre canga. Liana, flores vermelhas."
42176,"trepadeira volúvel, heliófita. Frutos imaturos verdes, plumosos. Na orla do fragmento."
42177,"árvore ca. 5 m, heliófita. Botões florais verde-amarelados, em início de floração. Orla do fragmeno."
42178,"arbusto heliófito, ca. 1 m, piloso. Flores de cálice verdee corola amarela, com máculas marrons circulares na base de cada pétala. Frutos imaturos verdes."
42179,"trepadeira com gavinhas, heliófita, com látex discreto alvo. Flores de cálice verde e corola alva. Orla do fragmento."
42180,"trepadeira com gavinhas, semi-ciófila. Frutos maduros vermelhos."
42181,"subarbusto ca. 2 m, semi-ciófilo, no interior da mata. Flores de cálice verde, corola tubular alaranjada com o ápice amarelo."
42182,"arbusto ca. 2 m, semi-ciófilo. Espigas eretas, maduras de cor verde e imaturas verde-amareladas. Caule verde escuro, pintalgado de verde claro."
42183,"arbusto heliófito, ca. 1,5 m, com pecíolo das folhas alado. Flores amarelas."
42184,"trepadeira com gavinhas, heliófita. Flores com cálice verde e corola alvacenta na base e , em direção ao ápice rosa-claro. Orla do fragmento."
42185,"arbusto ca. 2 m, heliófito. Espigas florais e frutos verdes. Orla do fragmento. Rara na área."
42186,"arbusto ca. 1,80 m, heliófito. Espigas verdes eretas a levemente inclinadas. No interior da mata."
42187,"trepadeira com gavinhas, heliófita. Frutos imaturos verdes a rosados, comum na orla do fragmento."
42188,"trepadeira volúvel, heliófita. Frutos maduros castanhos, deiscentes, com sementes pretas e vermelhas. Orla do fragmento."
42189,"árvore ca. 20 m, heliófita. Botões florais verde-cinéreos. Frequente na área."
42190,"subarbusto heliófito, de botões florais esverdeados. Orla o fragmento."
42191,"arbusto ca. 2,20 m, semi-ciófilo. Flores de cálice verdee corola vermelha. Ocasional."
42192,"trepadeira com gavinhas, heliófita. Frutos imaturos verdes a avermelhados. Os maduros castnhos. Orla do fragmento."
42193,"subarbusto escandente, heliófito. Folhas discolores. Frutos com epicarpo rosa forte e pericarpo alvo. Comum."
42194,"trepadeira volúvel, heliófita. Frutos imaturos verdes, lados. Orla do fragmento."
42195,"arvoreta ca. 5 m, heliófita. Frutos imaturos verdes. Orla do fragmento."
42196,"árvore ca. 8 m. Frutos 4-alados, imaturos verdes e maduros castanhos. Orla do fragmento."
42197,"erva heliófita, cespitosa, ca. 0,30 m. Flores de cálice verde e corla alva. Raízes tuberosas alaranjadas, semelhantes a pequenas cenouras. Orla do fragmento."
42198,"epífita semi-ciófila, de interior de floresta. Espata floral verde. Frutos imaturos verdes. Ocasional."
42199,"epífita escandente, ciófila, com látex alvo. Espata floral e frutos verdes. Invasora."
42200,"trepadeira com gavinhas, semi-ciófila, invasora. Flores dre cálice verde e corola verde-amarelada. Frutos imaturos e maduros verdes."
42201,"erva ciófila, cespitosa, com frondes de ca. 1 m de altura. Soros castanhos na face abaxial. Base das frondes com escamas castanhas."
42202,"erva epífita, ripária, ciófila. Brácteas florais rosas. Flores amareladas com ápices azuis."
42203,"erva semi-ciófila, ripária, rupícola. Flores de cálice verde e corola rosa. Fruto imaturo verde."
42204,"erva heliófirta, ereta, sem estruturas subterrâneas. Flores de cálice verdee corola amarela. Ocasional."
42205,"subarbusto heliófito, escandente, armado com espinhos. Frutos imaturos verdes e os maduros amarelos. Orla do fragmento."
42206,"arvoreta ca. 3 m, rupícola, heliófita, em itabirito."
42207,"erva, parasita, vegetando sobre arvoretas de capão de canga. Inflorescência creme."
42208,Campo rupestre ferruginoso.
42209,"árvore, borda de mata. Flores alvas. Coletada em X/2007."
42210,cipó rasteiro. Flores roxas.
42211,"trepadeira volúvel sobre arvoreta, lenhosa. Flores de aroma desagradável, amoníaco. Associada a formigas. Corola alva a creme."
42212,"árvore, no igapó. 6-pétalas e 6-sépalas, 18-20 estames."
42213,"árvore regular, em beira e dentro de lago, formando florestas monotipo. Madeira dura e escura (a melhor da reg^ão para fazer carvão). Vagens pendentes, amareladas."
42214,"indi~íduo 13549 do monitoramento da flora da UHE Jirau. Floresta de Terra Firme do Domínio Amazônico. Árvore, ocasional, 18 m alt., DAP de 25 cm, tronco retilíneo, copa com 1/4 da altura, casca externa fina, estriada, áspera. Casca interna clara, estriada. Inflorescência e botões alvos. Material em silica coletado e depositado."
42215,"parasita, na transição da mata com o campo rupestre, folhas verde-escuras, frutos verde-claros."
42216,"árvore 6 m, flor creme. Capão."
42217,"liana. Caule verde escuro. Folhas verdes, discolores. Flores verde-claras amareladas com estigma alvo. Na mata do topo do morro."
42218,"liana. Caule áfilo, verde, cilíndrico. Flores vináceas escuras. Látex leitoso. Em local ensolarado."
42219,"caule e folhas verdes, nervuras foliares alvacentas. Flores rosas. Floresta Ombrófila Mista. Banhado."
42220,"trepadeira lenhosa, flor rosada. Orla da mata."
42221,liana. Caule e folhas verdes. Látex leitoso. Flores castanho-esverdeadas. Estigma nigrescente.
42222,"liana. Látex leitoso. Cule verde escuro. Folhas verdes, discolores. Flores verde-claras. Rara na área. Floresta Ombrófila Mista, em borda de mata."
42223,"subarbusto 50 cm, flor alvacenta. Encosta de paredão."
42224,"liana, frutos maduros. Araucarieto."
42225,"trepadeira, flor vermelha. Cerrado."
42226,árore. Frutos imaturos.
42227,"herbácea, 60 cm, flor alva. Margem rochosa e úmida do rio."
42228,"erva ereta, flor alva. Beira do rio encachoeirado. Floresta Atlântica."
42229,"trepadeira lenhosa, flores amarelas, orla da mata. Margem do Rio Iguaçu."
42230,em barrancos à beira da estrada.
42231,"liana. Flores lilases, com estrias brancas."
42232,"erva ereta, flor alva. Nos caminhos da subida da Floresta Atlântica."
42233,"árvore, 4 m, fruto amarelo. Floresta Atlânica."
42234,"árvore, 5 m, fruto imaturo verde. Restinga arbórea inundável."
42235,"trepadeira, flor creme. Floresta Estacional Semidecidual."
42236,"trepadeira lenhosa, flores amarelas. Orla da mata pluvial."
42237,"ereta, flor alva. Campo graminoso."
42238,"ereta, flor rosada. Brejo."
42239,"herbácea, terrícola. Flores rosas, sol pleno. Clareira em restinga baixa. Área alterada."
42240,"Abundant. Large clumps to more than 30 cm cross. Heath and sedgeland on slope. With Leptospermum, Gymnoschoenus, Xyris. Quartzite."
42241,restinga baixa.
42242," "
42243,face abaxial branca. Bráctea marrom-clara e ápice do caule branco. Flor branca.
42244,"árvore, 4 m, fruto esverdeado. Restinga."
42245,"arvoreta, 4 m, frutos marrons, interior da mata."
42246,"arbusto 1 m, espigas alvacentas. Interior da mata, floresta atlântica."
42247,"arbusto carnoso, 1,50 m, espigas alvescentes. Valos fundos nos barrancos altos ao rio."
42248,"árvore, 4 m, fruto imaturo. Floresta Atlântica da encosta do morro."
42249,"arvoreta, 3 m, flores amarelas."
42250,espigas alvescentes. Sobre tronco de árvore da mata.
42251,"árvore, 5 m, flor alva. Mata Atlântica."
42252,arbusto de espiga alva. Floresta.
42253,folhas verdes.
42254,erva. Caule e folhas verdes. Flores alvas com estames amarelos. Na borda da floresta.
42255,"liana. Caule castanho esverdeado, descascante. Folhas verdes, discolores. Inflorescência em raque verde. Flores com sépalas verdes, pétalas alvas, estames amarelos, estilete e estigma alvos. Frutos imaturos esfpericos verde-claros, Na copa das árvores da beira da mata."
42256,"arvoreta, 3,50 m. Araucarieto degradado."
42257,"ereta, 1,50 m, frutos amarronzados. Margens da rodovia BR-277 (zona de campo)."
42258,"subarbusto, 1 m, flores amarelas, interior da mata. Prensada com álcool."
42259,"arbusto, 1 m, fruto imaturo. Borda do capão."
42260,"arbusto, 1 m, flor creme. Lajeado."
42261,ereta até 50 cm. Flores lilases com base amarela. Margens rodovia (barrancos).
42262,"arbusto ca. 50 cm. caule castanho a verde. Folhas verdes. Espinhos castanhos. Flores alvas, anteras amarelas. Floresta Ombrófila Mista, em pasto."
42263,"arvoreta, ca. 50-300 cm. Caule e folhas verdes. Frutos imaturos globosos verdes. Floresta Ombrófila Mista, na borda de banhado."
42264,"terrícola, subarborescente, ereta. Altitude 520-750 m."
42265,terrícola. De interior de floresta. Altitude: 520-750 m.
42266,"subarbusto, 60 cm, flores roxas, em capoeira."
42267,"subarbusto, 1 m, flores vermelhas, na borda do fragmento."
42268,"trepadeira, flor alva."
42269,Altitude: 520-750 m.
42270,"erva ereta, 30 cm, flor amarela. Solo arenoso."
42271,"volúvel, flor creme. Orla da matinha."
42272,árvore. Flores brancas.
42273,"trepadeira, flor amarela."
42274,"arvoreta, flor creme. Mata pluvial."
42275,trepadeira. Flores esverdeadas. Beira do capão.
42276,liana em copa de árvore. Floresta ripária do Rio Tibagi.
42277,"arbusto, 1,50 m, fruto maduro."
42278,"arbusto, 2,50 m, fruto vermelho. Restinga arbórea. Altitude: 3-5 m."
42279,"arbusto, 1,25 m. Flor vermelha. Mata pluvial. Margens de rio."
42280,"árvore 2 m, inflorescência amarela. Frutos imaturos."
42281,"ereta, flor lilás. Mata na beira do rio."
42282,"trepadeira, flor creme. Cerrado."
42283,"liana, latescente. Frutos imaturos verdes. Borda de capão."
42284,"volúvel, laticífera, flor alva. em clareira da Mata Pluvial."
42285,erva ca. 50 cm. Caule e folhas verdes. Folhas discolores. Frutos imaturos verde-claros. Flores com pétalas vermelhas. Androceu e gineceu amarelos. Em borda de mata/lavoura.
42286,arbusto 3 m. Orla manguezal. Altitude: 3-5 m.
42287,rupícola. Flor amarelo-alaranjada.
42288,"arvoreta, 4 m, flor esverdeada. Mata nebular."
42289,"subarbusto 40 cm, flor lilás. Campo do alto do morro. Solo turfoso e úmido.
(in Phytotaxa 282(4): 244. 2016"
42290,"árvore, 5 m. Frutos maduros amarelos."
42291,"sobre rochas em local sombrio da mata pluvial atlântica. Erva de 50 cm, flor amarela."
42292,"subarbusto 50 cm, flores lilases. Brejo."
42293,arbusto 2 m. Fruto amarelo. Capão.
42294,espécie incomum em leito basáltico do rio Santa Quitéria.
42295,erva submersa no rio.
42296,terrícola. Interior da mata nebular.
42297,"árvore

in Kew Bulletin 69:9527. 2014."
42298,"arbusto, 1 m, pétalas e anteras lilases. Alto do morro."
42299,erva terrícola.
42300,"erva, 50 cm, flor creme. Várzea do rio."
42301,liana. Caule alvacento. Folhas verdes na face adaxial e alvacentas na abaxial. Flores com pétalas verde arroxeadas. Floresta Ombrófila Mista.
42302,terrícola.
42303,macrófita aquática. Submersa cerca de 50 cmda lâmina d'água.
42304,Flor alva. Do brejo.
42305,erva terrícola. Caule reptante. Frondes com 1 m de comprimento.
42306,"herbácea, flores róseas. Em barranco. Altitude: 520-750 m."
42307,"erva, 70 cm, flor alva. Do brejo. Floresta Ombrófila Mista."
42308,terrícola. Interior de Floresta Ombrófila Mista.
42309,flor alvacenta. Campo. Depressão brejosa.
42310,"erva, 1 m, flor creme. Várzea do Rio Iguaçu"
42311,"árvore 4,5 m. Frutos verde-claros."
42312,"ereta, 1 m, flor alvacenta. Margem do rio. Local inundavel."
42313,"trepadeira, flor amarela. Mata Atlãntica."
42314,"árvore, 7 m, flor creme. Interior da floresta."
42315,erva epífita. Frutos verdes.
42316,árvore 6 m. Fruto amarelo-claro.
42317,Flor vermelha com nervuras esverdeadas. À beira de rio encachoeirado.
42318,"árvore, 5 m, flor amarelo-pálida. Floresta."
42319,Solo brejoso. Campo de altitude.
42320,erva terrícola. Fruto verde.
42321,"erva ereta, 1 m, flor alva. Ruderal."
42322,"xilopodífera, flor alvacenta. Campo limpo, seco."
42323,trepadeira lenhosa. Flor alvacenta. Beira de rio. Savana.
42324,resgate de flora da UHE Mauá. Liana. Flores esverdeadas. Margem de fragmento. Altitude 520-750 m.
42325,liana. Frutos maduros. Altitude: 520-750 m.
42326,Flor alva. Do brejo.
42327,"estipe, 1 m, 41 pares de folíolos. Flor alvacenta. Solo arenoso. No campo."
42328,árvore até 15 m. Flor amarela. Sobre afloramentos rochosos. Capoeira.
42329,"trepadeira com gavinhas, heliófita. Frutos imaturos avermelhado. DAP 4,8 mm. (Unidade Amostral 46, subunidade 7, Subparcela 1). Solo argiloso."
42330,"árvore ca. 7 m de altura e CAP de 51,8 cm. Flores alvacentas. Solo argiloso. (Unidade Amostral 86, Subunidade 5, Plaqueta 21)."
42331,"arvoreta ca. 2 m, semi-ciófila, DAP de 8,3 mm. Flores alvacentas. Folhas verde-escuras. Solo argiloso (Unidade Amostral 57, Subunidade 9, Subparcela RN, n° 4)."
42332,"árvore ca. 9 m de altura e CAP de 24,7 cm, heliófita. Frutos imaturos verdes. Solo argiloso. (Unidade Amostral 337, Subunidade 5, Plaqueta 26)."
42333,"árvore ca. 11 m de altura e 49 cm de CAP, heliófita, com látex amarelo, abundante. Inflorescências amarelas. Solo argiloso (Unidade Amostral 48, Subunidade 3, Plaqueta 12)."
42334,"árvore ca. 8 m de altura e CAP de 38,5 cm, semi-ciófila. Folhas discolores, verde-claras na face abaxial e verde-escuras na adaxial. Frutos avermelhados. Solo argiloso (Unidade Amostral 373, Subunidade 5, Plaqueta 37)."
42335,"árvore ca. 9 m e CAP de 43,6 cm, heliófita, com látex alvo, abundante. Flores de cálice verdee corola alva. Solo argiloso (Unidade Amostral 359, Subunidade 3, Plaqueta 23)."
42336,"árvore ca. 25 m de altura e 154 cm de CAP, heliófit. Folhas verde-claras. Frutos maduros deiscentes, de cor preta. Solo argiloso (Unidade Amostral 175, Subunidade 2, Plaqueta 10)."
42337,"arvoreta ca. 3,1 m de altura e 16,13 mm de DAP, semi-ciófila. Vagem com tricomas alvacentos, de cor marrom. Solo argiloso (Unidade Amostral 306, Subunidade 3, Subparcela RN1)."
42338,"árvore ca. 2,4 m de altura e 18,54 mm de DAP, semi-ciófila. Flores esverdeadas. Solo argiloso (Unidade Amostral 208, Subunidade 3, Subparcela RN 1, N° 1)."
